ASPX File Path,ASP.NET Module,Category,Django App,App Exists,Migration Status,Has Views,Has URLs,Has Templates,Playwright Test,Test File,Notes
Module/ASSET/Master/ASupplierMaster_New.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Master/Dashboard.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_New.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_Print.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_Print_Details.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_Print_Supplier.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_SPR_ItemGrid.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_SPR_ItemSelect.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_SPR_Items.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_SPR_Print_Details.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_SPR_Print_Page.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/APO_SPR_View_Print_Details.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/ASPR_New.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/ASPR_NoCode.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/ASSET/Transaction/Dashboard.aspx,ASSET,Root,asset,No,App Not Created,No,No,No,No,,"Django app ""asset"" does not exist"
Module/Accounts/Dashboard.aspx,Accounts,Root,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/AccHead.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Asset.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Bank.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Cash_Bank_Entry.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Cheque_series.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Currency.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Dashboard.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Default.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/ExcisableCommodity.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Excise.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Freight.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/IOU_Reasons.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/IntrestType.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/InvoiceAgainst.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/LoanType.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Octori.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Packin_Forwarding.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/PaidType.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/Payement_Receipt_Against.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/PaymentMode.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/PaymentTerms.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/TDS_Code.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/TourExpencess.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/VAT.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Masters/WarrentyTerms.aspx,Accounts,Masters,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Cash_Bank_Register.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Dashboard.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/PurchaseVAT_Register.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Purchase_Reprt.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Sales_Register.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Search.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Search_Details.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Reports/Vat_Register.aspx,Accounts,Reports,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/SalesInvoice_New_Details.aspx,Accounts,Root,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ACC_LoanMaster.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ACC_POLICY.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Bal_CurrAssets.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Capital_Part_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Capital_Particulars.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Loan_Part_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Loan_Particulars.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Sundry_CustList.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Acc_Sundry_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Advice.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Advice_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Advice_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Advice_Print_Advice.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Advice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/AssetRegister_Report.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Asset_Register.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Asset_Register1.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BalanceSheet.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BankReconciliation_New.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BankVoucher.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BankVoucher_Advice_print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BankVoucher_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BankVoucher_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BankVoucher_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Authorize.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Delete_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Edit.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Edit_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_ItemGrid.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Item_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_New.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_New_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/BillBooking_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CSBillBooking_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CSBillBooking_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CSalesInvoice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Capital.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CashVoucher_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CashVoucher_Delete_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CashVoucher_New.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CashVoucher_Payment_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CashVoucher_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CashVoucher_Receipt_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ContraEntry.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Copy of CSBillBooking_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
