Id,SessionId,CompId,FinYearId,ItemDesc,TotalQty,Rate,Discount,POId,Unit
18,Sapl0005,1,1,"INT. CODE : 501723862, PART NUMBER : 3022-R302K/R302N--ROBO PEDASTAL 1",2.0,40500.0,0.0,12,1
19,Sapl0005,1,1,"INT. CODE : 501723862, PART NUMBER : 3022-R302 J--ROBO PEDASTAL 2",1.0,32000.0,0.0,12,1
20,Sapl0005,1,1,"INT. CODE : 501723862, PART NUMBER : 3710-R372F--ROBO PEDASTAL 3",1.0,29473.0,0.0,12,1
21,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-101)FOR-A265201",4.0,925.0,0.0,13,1
22,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-151)FOR-A265201",2.0,1030.0,0.0,13,1
23,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-201)FOR-A265201",2.0,1240.0,0.0,13,1
24,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-251)FOR-A265201",4.0,1370.0,0.0,13,1
25,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-401)FOR-A265201",5.0,1880.0,0.0,13,1
26,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-101)FOR-A265203",8.0,925.0,0.0,13,1
27,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-151)FOR-A265203",5.0,1030.0,0.0,13,1
28,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-201)FOR-A265203",6.0,1240.0,0.0,13,1
29,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-251)FOR-A265203",5.0,1370.0,0.0,13,1
30,Sapl0005,1,1,"INT. CODE : 501722764, PART NUMBER : RISER-(FR-301)FOR-A265203",2.0,1510.0,0.0,13,1
31,Sapl0005,1,1,"Item Code : 4817, Item Description : Reverce Phase Protector ( Code No.8030001011000200 ) for Synergytech Hoist",3.0,1746.0,0.0,14,1
32,Sapl0005,1,1,"Item Code : 4818, Item Description : Break Shoe Assembly ( Code No.8030001010000200 ) for Synergytech Hoist",2.0,4950.0,0.0,14,1
33,Sapl0005,1,1,PVC TROLLEYS,40.0,270.0,0.0,15,1
34,Sapl0005,1,1,WIRE ROPE OF DIA. 8MM,50.0,36.0,0.0,15,3
35,Sapl0005,1,1,"INT. CODE : 501725350, PART NUMBER : 8120-01-32-BASE PLATE",1.0,47300.0,0.0,16,1
36,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-101)FOR-A265202",2.0,925.0,0.0,17,1
37,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-151)FOR-A265202",12.0,1030.0,0.0,17,1
38,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-101)FOR-A265101",1.0,925.0,0.0,17,1
39,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-151)FOR-A265101",4.0,1030.0,0.0,17,1
40,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-201)FOR-A265101",2.0,1240.0,0.0,17,1
41,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-251)FOR-A265101",4.0,1370.0,0.0,17,1
42,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-401)FOR-A265101",3.0,1880.0,0.0,17,1
43,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-101)FOR-A265102",5.0,925.0,0.0,17,1
44,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-151)FOR-A265102",2.0,1030.0,0.0,17,1
45,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-201)FOR-A265102",2.0,1240.0,0.0,17,1
46,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-251)FOR-A265102",6.0,1370.0,0.0,17,1
47,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-301)FOR-A265102",2.0,1510.0,0.0,17,1
48,Sapl0005,1,1,"INT. CODE : 501722752, PART NUMBER : RISER-(FR-401)FOR-A265102",3.0,1880.0,0.0,17,1
49,Sapl0005,1,1,"PART ID : N36LONGRAIL, DESCRIPTION : LONG RAIL 3.5MTRS WITH ITS ACCESSORIES",20.0,30000.0,0.0,18,16
50,Sapl0005,1,1,"PART ID : N36CROSSRAIL, DESCRIPTION : CROSS RAIL 3MTRS WITH ITS ACCESSORIES",10.0,24000.0,0.0,18,16
51,Sapl0005,1,1,"PART ID : N77HOIST2TON, DESCRIPTION : HOIST 2 TON APPLICATION ENGINE MOUNTING",1.0,300000.0,0.0,18,16
52,Sapl0005,1,1,"PART ID : N7720064680011, DESCRIPTION : CONTROL PANEL ASSEMBLY MANIPULATOR WEIGHT 40 - 80KG",1.0,250000.0,0.0,18,16
53,Sapl0005,1,1,"PART ID : N7720064680011, DESCRIPTION : BATTERY MANIPULATOR WEIGHT CARRYING FROM 40-50KG",1.0,250000.0,0.0,18,16
54,Sapl0005,1,1,"PART ID : N80HOISTIR250KG, DESCRIPTION : HOIST 250KG & ITS ACCESSORIES",3.0,125000.0,0.0,18,16
55,Sapl0005,1,1,"PART ID : N78BOOMASSLY01, DESCRIPTION : BOOM ASSEMBLY WITH TROLLEY APPLICATION",3.0,150000.0,0.0,18,16
56,Sapl0005,1,1,"PART ID : N81X009435, DESCRIPTION : STRUCTURE - ISMB 150-30 MTRS",4.0,50000.0,0.0,18,16
57,Sapl0005,1,1,"PART ID : N83BLK65434001, DESCRIPTION : STRUCTURE - MOUNTING PLATE- 500KG PER LINE",500.0,140.0,0.0,18,2
58,Sapl0005,1,1,"PART ID : N36LONGRAIL, DESCRIPTION : LONG RAIL 3.5MTRS WITH ITS ACCESSORIES",4.0,56250.0,0.0,18,16
59,Sapl0005,1,1,"INT. CODE : 501706411, PART NUMBER : 3024-05-21 R & L-L Bracket",2.0,689.0,0.0,19,1
60,Sapl0005,1,1,"INT. CODE : 501706411, PART NUMBER : ## 3024-01-31L-Pad",1.0,275.0,0.0,19,1
61,Sapl0005,1,1,GUN RAIL-HOIST TROLLY FOR C63,5.0,2880.0,0.0,20,1
62,Sapl0005,1,1,GUN RAIL-LONG C63,20.0,2496.0,0.0,20,3
63,Sapl0005,1,1,MANUAL TOD REQUIRED IN CYLINDER HEAD LINE FOR VALVE ASSEMBLY,1.0,275000.0,0.0,21,16
64,Sapl0005,1,1,"Item No.: 10, Store Location : MP03 Plant : 1001,
Material : CAPITAL_DOM, Matl. Description: Overhead Transfer for SFC 407 Partial Body",3.0,450000.0,0.0,22,16
65,Sapl0005,1,1,Multi spot welder with pick and place,1.0,1668750.0,0.0,23,16
66,Sapl0005,1,1,WELDING FIXTURES OF HEPA ASSEMBLY (Total 10 fixtures with gearbox),1.0,1500000.0,0.0,24,9
67,Sapl0005,1,1,"ITEM NO. 10, DESCRIPTION : ASSY PANEL PLENUM INNER CHECKING FIXTURE",1.0,350000.0,0.0,25,16
68,Sapl0005,1,1,ASSY SUSP TWR LH,1.0,230000.0,0.0,26,16
69,Sapl0005,1,1,ASSY SUSPENSION TOWER FRONT RH,1.0,300000.0,0.0,26,16
70,Sapl0005,1,1,ASSY FRONT END SIDE RAIL INNER RH,1.0,300000.0,0.0,27,16
71,Sapl0005,1,1,ASSY FRONT END SIDE RAIL INNER LH,1.0,260000.0,0.0,27,16
72,Sapl0005,1,1,ASSY FRT CRADLE RR MTG ASSY RH,1.0,180000.0,0.0,28,16
73,Sapl0005,1,1,ASSY FRT CRADLE RR MTG ASSY LH,1.0,180000.0,0.0,28,16
74,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-06-PIN",4.0,850.0,0.0,29,1
75,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-11-TROLLY",1.0,36200.0,0.0,29,1
76,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-12-BRACKET",1.0,1480.0,0.0,29,1
77,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-13-HANDLE 1",1.0,950.0,0.0,29,1
78,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-14 HANDLE 2",1.0,1200.0,0.0,29,1
79,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-21-BUSH",4.0,750.0,0.0,29,1
80,Sapl0005,1,1,"INT. CODE : 501729374, PART NUMBER : 3043-01-22-PLATE",4.0,525.0,0.0,29,1
81,Sapl0005,1,1,"OVERHEAD RAIL TYPE C-63, LOAD CAPACITY 400KG,  ITEM NO- 601100100000630a, WEIGHT  - 6.53 KG/ M, WITH MOUNTING ACCESSORIES (CHANNEL SUPPORT & ANGLE STOPPER )",0.7,2840.0,0.0,30,3
82,Sapl0005,1,1,"OVERHEAD RAIL TYPE C-63, LOAD CAPACITY 400KG, ITEM NO- 601100100000630a, WEIGHT - 6.53 KG/ M, WITH MOUNTING ACCESSORIES (CHANNEL SUPPORT & ANGLE STOPPER )",1.5,2840.0,0.0,30,3
83,Sapl0005,1,1,"OVERHEAD RAIL TYPE C-63, LOAD CAPACITY 400KG, ITEM NO- 601100100000630a, WEIGHT - 6.53 KG/ M, WITH MOUNTING ACCESSORIES (CHANNEL SUPPORT & ANGLE STOPPER )",3.5,2840.0,0.0,30,3
84,Sapl0005,1,1,"OVERHEAD RAIL CURVED TRACK, TYPE C-63, BENDING ANGLE - 90 DEG, BENDING RADIUS - 1.2MTR",2.0,4440.0,0.0,30,1
85,Sapl0005,1,1,"INT. CODE : 501688170, PART NUMBER : PLC PANEL (FOR TVS)",1.0,41000.0,0.0,31,1
86,Sapl0005,1,1,"INT. CODE : 501688170, PART NUMBER : PLC PANEL (FOR TVS)",1.0,41000.0,0.0,31,1
87,Sapl0005,1,1,"INT. CODE : 501688053, PART NUMBER : PLC CONTROL PANEL",1.0,14328.25,0.0,32,1
88,Sapl0005,1,1,"INT. CODE : 501688053, PART NUMBER : PLC CONTROL PANEL",1.0,14328.25,0.0,32,1
89,Sapl0005,1,1,"INT. CODE : 501707076, PART NUMBER : PLC PANEL ASSY MF LINE",1.0,55000.0,0.0,32,1
90,Sapl0005,1,1,"INT. CODE : 501707076, PART NUMBER : PLC PANEL ASSY RUB LINE",1.0,55000.0,0.0,32,1
91,Sapl0005,1,1,"INT. CODE : 501704168, PART NUMBER : 5102-ET- LA-03-01-TROLLEY FRAME",1.0,28025.0,0.0,33,1
92,Sapl0005,1,1,"INT. CODE : 501704168, PART NUMBER : 5102-ET-FB-11-02-TROLLEY FRAME",1.0,20900.0,0.0,33,1
93,Sapl0005,1,1,"INT. CODE : 501704168, PART NUMBER : 5102-ET-FP-13-03-TROLLEY FRAME",1.0,26600.0,0.0,33,1
94,Sapl0005,1,1,"INT. CODE : 501704168, PART NUMBER : 5102-ET-MFL-01-TROLLEY FRAME",1.0,26125.0,0.0,33,1
95,Sapl0005,1,1,"INT. CODE : 501704168, PART NUMBER : 5102-ET-BP-02-02-TROLLEY FRAME",1.0,26600.0,0.0,33,1
96,Sapl0005,1,1,"INT. CODE : 501666313, PART NUMBER : 5102ET-BS19/20-06-6-TROLLEY",2.0,26600.0,0.0,33,1
97,Sapl0005,1,1,"INT. CODE : 501666313, PART NUMBER : 5102ET-RF01-06-6-TROLLEY",1.0,34675.0,0.0,33,1
98,Sapl0005,1,1,"INT. CODE : 501666313, PART NUMBER : 5102ET-BS27-01-TROLLEY",2.0,34675.0,0.0,33,1
99,Sapl0005,1,1,"ITEM NO. 710120009810, MATL. DESCRIPTION: KEMPI 3146800 NECK ASSEMBLY",1.0,8559.0,0.0,34,16
100,Sapl0005,1,1,"ITEM NO. 710120009811, MATL. DESCRIPTION: KEMPI 4182500 SWITCH",2.0,465.0,0.0,34,16
101,Sapl0005,1,1,"ITEM NO. 710120009812, MATL. DESCRIPTION: KEMPI 9769142 CONTACT BUSH",3.0,80.0,0.0,34,16
102,Sapl0005,1,1,"ITEM NO. 710120009813, MATL. DESCRIPTION: KEMPI 9580122 CONTACT TIP 0,8/M8",50.0,90.0,0.0,34,16
103,Sapl0005,1,1,"ITEM NO. 710120009814, MATL. DESCRIPTION: KEMPI 4295740 CONTACT TIP ADAPTER M8",3.0,290.0,0.0,34,16
104,Sapl0005,1,1,"ITEM NO. 710120009815, MATL. DESCRIPTION: KEMPI 4295760 GAS NOZEL STANDARD M8-L-76",10.0,480.0,0.0,34,16
105,Sapl0005,1,1,"ITEM NO. 710120009816, MATL. DESCRIPTION: KEMPI 4294880 GAS DIFFUSER",6.0,170.0,0.0,34,16
106,Sapl0005,1,1,"ITEM NO. 710120009817, MATL. DESCRIPTION: KEMPI 3137900 CABLE SUPPORT TORCH END",2.0,550.0,0.0,34,16
107,Sapl0005,1,1,"ITEM NO. 710120009818, MATL. DESCRIPTION: KEMPI 6253043 PMT 30W MIG WELDING TORCH",1.0,29800.0,0.0,34,16
108,Sapl0005,1,1,"ITEM NO. 710120009819, MATL. DESCRIPTION: KEMPI 6253044 PMT 30W 4.5M MIG WELD TORH",1.0,31750.0,0.0,34,16
109,Sapl0005,1,1,"ITEM NO. 710120009820, MATL. DESCRIPTION: KEMPI 9771591 MACHINE SOCKET 70 MALE",2.0,1050.0,0.0,34,16
110,Sapl0005,1,1,"ITEM NO. 710120009821, MATL. DESCRIPTION: KEMPI SP000745 MOTOR /GERBOX KPKFM4",1.0,36800.0,0.0,34,16
111,Sapl0005,1,1,"ITEM NO. 710120009822, MATL. DESCRIPTION: KEMPI SP001349 AMPLIFIER CARD KFM4",1.0,4600.0,0.0,34,16
112,Sapl0005,1,1,"ITEM NO. 710120009823, MATL. DESCRIPTION: KEMPI SP003508 A001 MXF 63/65",1.0,32000.0,0.0,34,16
113,Sapl0005,1,1,"ITEM NO. 710120009824, MATL. DESCRIPTION: KEMPI W000613 SOLENOID VALVE",1.0,4600.0,0.0,34,16
114,Sapl0005,1,1,"ITEM NO. 710120009825, MATL. DESCRIPTION: KEMPI W000626 PRESS LEVER F ADJ LEVER",3.0,450.0,0.0,34,16
115,Sapl0005,1,1,"ITEM NO. 710120009826, MATL. DESCRIPTION: KEMPI W000627 ADJ LEVER KNOB KFM2 /4MM",3.0,497.0,0.0,34,16
116,Sapl0005,1,1,"ITEM NO. 710120009827, MATL. DESCRIPTION: KEMPI W000632 PRESS LEVER 2 KMF4 ALUMINI",1.0,1475.0,0.0,34,16
117,Sapl0005,1,1,"ITEM NO. 710120009828, MATL. DESCRIPTION: KEMPI W001047 FEED ROLL 8/1 KFM2/4 WHITE",2.0,1500.0,0.0,34,16
118,Sapl0005,1,1,"ITEM NO. 710120009829, MATL. DESCRIPTION: KEMPI W001048 FEED ROLL 8/2 KFM2/4 WHITE",2.0,1950.0,0.0,34,16
119,Sapl0005,1,1,"ITEM NO. 710120009831, MATL. DESCRIPTION: KEMPI 3152750 AUX TRANS KM/KMS 300,400",1.0,17700.0,0.0,34,16
120,Sapl0005,1,1,"ITEM NO. 710120009834, MATL. DESCRIPTION: KEMPI 9767892 TERMINAL BLOCK 12",1.0,1700.0,0.0,34,16
121,Sapl0005,1,1,"ITEM NO. 710120009835, MATL. DESCRIPTION: KEMPI SP001205 CAPACITOR CARD Z002KM",1.0,27000.0,0.0,34,16
122,Sapl0005,1,1,"ITEM NO. 710120009836, MATL. DESCRIPTION: KEMPI SP001206 SECONDARY CARD Z003 KM",1.0,32500.0,0.0,34,16
123,Sapl0005,1,1,"ITEM NO. 710120009839, MATL. DESCRIPTION: KEMPI W001184 CHOKE KM/KMS 300-500",1.0,8500.0,0.0,34,16
124,Sapl0005,1,1,"INT. CODE : 501738527, PART NUMBER : RISER_CR-251_198301-127",1.0,1489.0,0.0,41,1
125,Sapl0005,1,1,"OVERHEAD RAIL TYPE C-63, ITEM NO. - 601100100000630A, LOAD CAPACITY - 400KG, WITH MOUNTING ACCESSORIES (CHANNEL SUPPORT AND ANGLE STOPPER)",10.5,2840.0,0.0,42,3
126,Sapl0005,1,1,"TROLLEY SET FOR XY RAIL, RAIL TYPE C-63, (LOAD TROLLEY, CABLE TROLLEY, CABLE SUPPORT)",1.0,6000.0,0.0,42,1
127,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-250)_FOR-7110",4.0,1180.0,0.0,43,1
128,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-300)_FOR-7110",12.0,1262.0,0.0,43,1
129,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-350)_FOR-7110",8.0,1372.0,0.0,43,1
130,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-400)_FOR-7110",6.0,1774.0,0.0,43,1
131,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-1)_FOR-7110",2.0,75.0,0.0,43,1
132,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-18)_FOR-7110",4.0,15.0,0.0,43,1
133,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-3)_FOR-7110",2.0,65.0,0.0,43,1
134,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-31)_FOR-7110",4.0,60.0,0.0,43,1
135,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-32)_FOR-7110",40.0,50.0,0.0,43,1
136,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-33)_FOR-7110",42.0,46.0,0.0,43,1
137,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-36)_FOR-7110",80.0,40.0,0.0,43,1
138,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP15-150)_FOR-7510",2.0,820.0,0.0,43,1
139,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-200)_FOR-7510",2.0,950.0,0.0,43,1
140,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-250)_FOR-7510",8.0,1180.0,0.0,43,1
141,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-300)_FOR-7510",10.0,1262.0,0.0,43,1
142,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-350)_FOR-7510",8.0,1372.0,0.0,43,1
143,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-400)_FOR-7510",2.0,1774.0,0.0,43,1
144,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-1)_FOR-7510",4.0,75.0,0.0,43,1
145,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-31)_FOR-7510",2.0,60.0,0.0,43,1
146,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-32)_FOR-7510",40.0,50.0,0.0,43,1
147,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-33)_FOR-7510",52.0,46.0,0.0,43,1
148,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-35)_FOR-7510",8.0,49.0,0.0,43,1
149,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-36)_FOR-7510",46.0,40.0,0.0,43,1
150,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP15-150)_FOR-7520",4.0,820.0,0.0,43,1
151,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-200)_FOR-7520",10.0,950.0,0.0,43,1
152,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-250)_FOR-7520",2.0,1180.0,0.0,43,1
153,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-300)_FOR-7520",6.0,1262.0,0.0,43,1
154,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-350)_FOR-7520",4.0,1372.0,0.0,43,1
155,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-400)_FOR-7520",2.0,1774.0,0.0,43,1
156,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-32)_FOR-7520",16.0,50.0,0.0,43,1
157,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-33)_FOR-7520",42.0,46.0,0.0,43,1
158,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-35)_FOR-7520",6.0,49.0,0.0,43,1
159,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-36)_FOR-7520",30.0,40.0,0.0,43,1
160,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP15-150)_FOR-7120",2.0,820.0,0.0,43,1
161,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-200)_FOR-7120",4.0,950.0,0.0,43,1
162,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-250)_FOR-7120",16.0,1180.0,0.0,43,1
163,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-300)_FOR-7120",2.0,1262.0,0.0,43,1
164,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-350)_FOR-7120",4.0,1372.0,0.0,43,1
165,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-400)_FOR-7120",4.0,1774.0,0.0,43,1
166,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-32)_FOR-7120",14.0,50.0,0.0,43,1
167,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-33)_FOR-7120",56.0,46.0,0.0,43,1
168,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-36)_FOR-7120",52.0,40.0,0.0,43,1
169,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-250)_FOR-8110",6.0,1180.0,0.0,43,1
170,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-300)_FOR-8110",2.0,1262.0,0.0,43,1
171,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-400)_FOR-8110",2.0,1774.0,0.0,43,1
172,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-1)_FOR-8110",4.0,75.0,0.0,43,1
173,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-31)_FOR-8110",5.0,60.0,0.0,43,1
174,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-32)_FOR-8110",10.0,50.0,0.0,43,1
175,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-33)_FOR-8110",32.0,46.0,0.0,43,1
176,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-35)_FOR-8110",2.0,49.0,0.0,43,1
177,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-36)_FOR-8110",20.0,40.0,0.0,43,1
178,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-200)_FOR-8310",2.0,950.0,0.0,43,1
179,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-250)_FOR-8310",6.0,1180.0,0.0,43,1
180,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : RISER-(SP16-300)_FOR-8310",4.0,1262.0,0.0,43,1
181,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-1)_FOR-8310",4.0,75.0,0.0,43,1
182,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-3)_FOR-8310",2.0,65.0,0.0,43,1
183,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-33)_FOR-8310",18.0,46.0,0.0,43,1
184,Sapl0005,1,1,"INT CODE : 501734306, PART NUMBER : SHIM-(SP50-36)_FOR-8310",21.0,40.0,0.0,43,1
